id,WHO,WHAT-murder,WHAT-rape,WHAT-sexual_assault,WHAT-abuse,WHAT-harassment,WHAT-fear,WHAT-disgust/sadness/anger
990160727427223552,2,,,,,1,,
990305245644369921,4,,,,,,,
992164023645990912,1,,,1,,,,
991214308347600896,3,,,,,,,1
990228143549054977,3,,,,,,,
991212957865578497,3,,,,,,,
991838602924646400,3,,,,,,,1
989985035519393792,3,,,,,,1,
990314231206641664,1,,,,,1,,1
989919666691813377,3,,,,,,,
989955137681707009,1,,,,,1,,
991044340448456705,4,,,,,,,
991123736123379714,4,,,,,,,
990859121124691969,1,,,,,1,,
990289699666264065,1,,1,,,,,
990245455287214080,1,,,1,,,,
990010228665176069,3,,,,,,,
989938875157106688,3,,,,,,,
990827771827023872,2,,,,1,,,
990222867030781953,1,,,1,,,,
991326067066630144,3,,,,,,,
991137816947122178,4,,,,,,,
990162537999224832,3,,,,,,,
990003857899098112,3,,,,,,,
990959336276070401,2,1,,,,,,
991099885775720450,2,,1,,,,,
992743127638315009,4,,,,,,,
994229514032082945,4,,,,,,,
991548413157179392,3,,,,,,,
990953143780413440,4,,,,,,,
990277964523823104,4,,,,,,,
990836617567981568,3,,,,,,1,
990979237778788352,2,1,,,,,,
989903603715444736,1,,,1,,,,
991302938378293248,3,,,,,,,
990934031909969920,4,,,,,,,
990189795371560960,3,,,,,,,
991095975665197056,4,,,,,,,
991885993216163841,3,,,,,,,
989911473672552450,3,,,,,,,1
990180819909140480,1,,,,1,,,
991857247113400320,4,,,,,,,
990368963350749184,3,,,,,,1,
991461937149042688,1,,,1,,,,
992044203566948353,2,,1,,,,,
990743837361524736,3,,,,,,,1
990787675211755520,3,,,,,,,
991172434828124160,3,,,,,,,1
991408220139900928,4,,,,,,,
990999981355040768,3,,,,,,,
991379029906292736,3,,,,,,,1
990966383931543552,,,,,,,,
991377022852255744,3,,,,,,1,
991721624482320384,3,,,,,,1,
990164541878259713,1,,,,,1,1,
991087272794697729,4,,,,,,,
991060365449613313,1,,,1,,,1,
991343416012353538,4,,,,,,,
990213794222825479,3,,,,,,1,
989962246670487554,1,,,1,,,,
990004733707472897,1,,,1,,,,
992123416005275649,2,,,,1,,,
991064655295582214,3,,,,,,,
991633173502099456,3,,,,,,,
990168555541946368,1,,,,,1,,
991170564743159808,3,,,,,,,1
990248948509085696,4,,,,,,,
990910941800910848,4,,,,,,,
989991335435350016,1,,,,,1,1,
991550442852241408,4,,,,,,,
990821214422753281,4,,,,,,,
991194624881553408,3,,,,,,,
990756145915719681,5,,,,,,,
991512401534246912,1,,,1,,,,
989867049013993473,1,,,,,1,,
990333963955855360,3,,,,,,1,
989902321160261633,5,,,,,,,
990333669167587329,1,,,,,1,,
991529437039595520,3,,,,,,,1
990811503728177153,1,,,1,1,,,
990256064498225152,4,,,,,,,
989931129493958656,1,,,1,,,,
990178350974033920,3,,,,,,,
991050723994595329,3,,,,,,,
990269472752721920,4,,,,,,,
991407999485927424,3,,,,,,,
990171543333494784,4,,,,,,,
990800095846240261,3,,,,,,,
990832686913728512,1,,,,1,1,,
993631933484683266,1,,1,,,,,
991405713447702529,1,,1,,,,,
989925714936950784,4,,,,,,,
990218960158314496,1,,,1,,,,
993492281012432896,3,,,,,,,
989943261480579072,3,,,,,,,
990107744685445120,1,,,,,1,1,
991005912314859526,3,,,,,,,
991254760408911873,3,,,,,,,
989940210988404738,3,,,,,,,
990290405114761216,3,,,,,,1,
995109471939645440,1,,,,,1,,
991305990514659328,1,,,1,,,,
989931073781030915,3,,,,,,,
990295070539689984,3,,,,,,1,
991461554716626944,4,,,,,,,
991148591799586816,4,,,,,,,
990359579258220544,2,1,1,,,,,
990911226820661248,4,,,,,,,
991827719540432898,3,,,,,,,
991319314291679233,1,,,1,,1,,
992057048207507456,4,,,,,,,
989896063728398336,4,,,,,,,
991735877868118016,3,,,,,,,
990774145863573504,3,,,,,,,1
991052772094173184,1,,,1,,,,
990330040637362177,4,,,,,,,
991496218659475457,4,,,,,,,
990003644333424641,3,,,,,,1,
990830269103034368,4,,,,,,,
990267135376134145,1,,,,,,1,
989975995175366656,2,,1,,,,,
992012940776820736,4,,,,,,,
990937910651301888,3,,,,,,,1
991540006983491584,4,,,,,,,
990171510731169792,3,,,,,,,
989947855002570752,1,,,1,,,,
990198495423418368,1,,,,,1,,
990861716098449408,4,,,,,,,
989975245460312067,1,,,,,1,,
989976126142517248,4,,,,,,,
990352771890274304,3,,,,,,,
991133365377097728,1,,,1,,,,
990165113096298496,1,,,,,,1,
991165670959271936,2,,1,,,,,
990745928989577216,2,1,,,,,,
991099152498118657,1,,1,,,,,
991858746031788032,1,,,,,1,,
991817135910477825,1,,,1,,,,
990823534191575040,,,,,,,,
990318785667239936,1,,,1,,,,
990214588988837888,3,,,,,,,
992074871877394433,3,,,,,,,1
991127524989120512,3,,,,,,,1
991043416988508160,3,,,,,,,1
991102048132198400,4,,,,,,,
991094260802965505,1,,,,,1,,
991867190164025345,3,,,,,,,
990004256018182144,3,,,,,,,
990821301664264192,3,,,,,,,
991380685251317761,3,,,,,,,
990800032545853440,3,,,,,,,
991023980487368704,3,,,,,,1,
990844313809469440,4,,,,,,,
991203567712243712,3,,,,,,,
992104665830567936,3,,,,,,,
990960916626845697,2,,,,1,,,
991720023365423106,3,,,,,,,
990944651636101120,4,,,,,,,
992127143386796032,1,,1,,,,,
991333505543045120,4,,,,,,,
991128767367172106,5,,,,,,,
989901997942951936,4,,,,,,,
989860858317635586,1,,,1,,,,
992112662967390208,4,,,,,,,
990038371396476929,3,,,,,,,
990852504807182337,4,,,,,,,
990284764853792768,4,,,,,,,
989957372843053061,1,,,,,1,,
990847801545449472,2,1,,,,,,
991308987596492801,3,,,,,,,
989930464411516928,1,,1,,,,,
990284524838940673,2,,,1,,,,
993604641727438849,4,,,,,,,
989984533171851269,1,,1,,,,,
989912196720283653,1,,,1,,1,,
990895106424176640,1,,,1,,,1,
990820815955472384,4,,,,,,,
990032121774379008,1,,,,,1,1,
989933219570122752,1,,,1,,,,
991093283760803846,3,,,,,,,
990836967498829824,2,,,,,1,,
990325235575676928,1,,,,,1,1,
990318411505897472,1,,,1,,,,
990773337965154304,3,,,,,,1,
991008938303815681,3,,,,,,,
992851240336941056,4,,,,,,,
991091214286979072,3,,,,,,,
990964285475119104,3,,,,,,,1
989998065410039809,2,,,1,,,,
991318146371018752,3,,,,,,,1
990797211842875392,4,,,,,,,
990338305685426176,3,,,,,,,
990936555878518785,,,,,,,,
991349580389285889,1,,,,,1,,
994422846985302017,3,,,,,,,
991521978812108801,3,,,,,,,
989929672808062976,3,,,,,,,
990819751655104512,1,,,1,,1,,
989986406318661633,,,,,,,,
992137024693030912,3,,,,,,,
991120775057936384,3,,,,,,,
991882167021170690,,,,,,,,
990232930592153600,4,,,,,,,
990177724777009152,5,,,,,,,
990260150622720001,4,,,,,,,
991324903436677120,3,,,,,,,1
991057867812859909,,,,,,,,
990818488636723200,1,,,1,,,1,
991543656086691841,3,,,,,,,
991124513722126337,2,1,,,,,,
991365881958715392,4,,,,,,,
989948954803687424,3,,,,,,,
990118295192907776,1,,,,,1,,
990281126571847681,3,,,,,,,
990169322030067712,3,,,,,,,
991686161008480256,4,,,,,,,
991160500187680768,1,,,,,1,,
990795492115218433,2,,,1,,,,
990917748237758465,1,,1,,,,,
991692940195049473,1,,,1,,,,
990815566020665344,3,,,,,,1,
990183644449918978,1,,,,,1,,
989956177873293315,1,,,,,1,,
989994592526356480,1,,,,,1,,
991367425106071555,,,,,,,,
991815241309749250,,,,,,,,
990802250489647105,2,1,,,,,,
991642248331874304,,,,,,,,
990893818869403648,2,,1,,1,1,,
990120873960116224,1,,,,,1,,
990298298660589569,3,,,,,,,
991533881819107328,3,,,,,,,1
989944319028137984,4,,,,,,,
992052628279439361,5,,,,,,,
990239041487560706,3,,,,,,,
991767408191901697,,,,,,,,
989953382214402049,1,,,,,1,,
990308748508921861,1,,,,,1,,
989948067691589634,1,,,1,,,,
992079196922023936,3,,,,,,,1
991061950493847552,1,,,,,1,,
990778909754056705,1,,,,1,,,
990268572516614145,,,,,,,,
992005797885501447,3,,,,,,,
989955948419715072,3,,,,,,,
991720147911102465,4,,,,,,,
990255838299385856,4,,,,,,,
990758185995853824,3,,,,,,,1
989993288613728258,1,,,,,,1,
991841470511493120,3,,,,,,,
990203783761354753,,,,,,,,
990836984921767936,1,,1,,,,,
991062998566539266,,,,,,,,
990840871523319808,3,,,,,,,
991297309563596800,,,,,,,,
992089828148690944,,,,,,,,
990842383825850374,3,,,,,,,
991916424619872256,,,,,,,,
990195754953265152,1,,,1,,,,
990759476675403776,2,1,,,1,,,
989956423760138246,5,,,,,,,
991523343101825024,4,,,,,,,
990225571358625792,,,,,,,,
991516860419014658,3,,,,,,,
991132512142454784,3,,,,,,,
990331656572719105,1,,,1,,1,,1
990756644710682625,1,,,,,1,,
991013978481577990,3,,,,,,,
990969884556357633,,,,,,,,
991041709202202630,3,,,,,,,
991472340490997760,,,,,,,,
991310851671027713,5,,,,,,,
990796604016865280,3,,,,,,,
991733639753945089,1,,,,1,,,
992788519029559297,1,,,1,1,1,,
990277884907606016,1,,,,,1,,
990957038623690752,2,,,1,,,,
990983869598908416,,,,,,,,
990813075120033792,3,,,,,,,
991860406657454080,3,,,,,,,
991773912500498432,3,,,,,,,1
991071694243680256,5,,,,,,,
990824258317111296,4,,,,,,,
989985873000321025,1,,,1,,,,
991158012898435072,1,,,1,,,,
991451653160218625,2,,,,1,1,,
990196099523768320,4,,,,,,,
990997891111104512,4,,,,,,,
990806435150917632,3,,,,,,,1
990268722626613248,3,,,,,,,1
991812731723550720,1,,,,,1,,
991027555011645440,4,,,,,,,
990843356522598401,3,,,,,,,1
990017214261678080,1,,,,,,,1
990949598071058433,1,,,1,,,,
991310040270278656,4,,,,,,,
989959378903191553,1,,,1,,1,,
989946357422215173,1,,,1,,1,,
989995238222639110,1,,,,,1,,
991034519389122560,4,,,,,,,
989904675469123584,3,,,,,,1,1
989944049619603457,1,,,,,1,,
991892410270560261,1,,,1,,,,
991016285852131328,1,,1,,1,,,
989840158785753088,3,,,,,,,
991021257524236288,4,,,,,,,
990776773066534913,3,,,,,,,1
992037549244846080,2,,,1,,,,
990988227615035392,4,,,,,,,
990845303816323073,4,,,,,,,
990206552316502018,1,,,,1,1,,
991722393457618945,4,,,,,,,
991628033625870336,4,,,,,,,
990956178497650690,3,,,,,,,
989961822102007808,2,,,,1,,,
989976466204119042,1,,,,,1,,
994310599830945792,,,,,,,,
991353060051111936,3,,,,,,,1
990801507535683584,2,,,,1,,,
990766175671013378,3,,,,,,,1
990359067511152643,1,,,,,1,,
990985732973002753,1,,,,,,1,
991128667370737664,3,,,,,,1,1
989990464882401281,1,,,,,1,,
990161482859077632,4,,,,,,,
993833738411880448,3,,,,,,,
995391468612280321,4,,,,,,,
990855186607476736,2,1,,,,,,
991081381634695176,5,,,,,,,
990346952889028608,3,,,,,,,1
990044261650436096,1,,,,,,1,
991143589832003585,1,,,,,,,1
990995022999883777,3,,,,,,,
990966741642686464,1,,,,,1,,
991559784003497984,3,,,,,,,
992095617701658626,1,,,1,,,,
990843098581360642,1,,,,1,1,,
991775010825129984,4,,,,,,,
991142005576257536,5,,,,,,,
991074313032921088,3,,,,,,,
990007284410605568,4,,,,,,,
991508993683132416,3,,,,,,,
990805004616380416,3,,,,,,,1
990925232906096647,1,,,,,1,,
991860372415176706,2,,,1,,,,
990862654477565952,4,,,,,,,
991331926983282688,1,,,,,,1,
991370511186874368,1,,,,,,,1
990953957609689089,2,1,1,,1,,,
990819048299679747,3,,,,,,,
991093957596770306,1,,,1,,,,
989979109815128064,1,,,1,1,,,
991025616110739457,1,,,,,1,,
990834446357086208,3,,,,,,,
990951515962650624,4,,,,,,,
990228235500900352,3,,,,,,,
990820683390312449,3,,,,,,1,1
990800569848811520,3,,,,,,,
991900082336292865,1,,,,,1,,
991035140397850625,3,,,,,,,1
990797041574985728,3,,,,,,1,1
990364543590305792,2,,1,,,1,,
991054435815059456,4,,,,,,,
991501903598153729,3,,,,,,,
991012092240187394,3,,,,,,,
989933995839361026,1,,,,,1,,
991043377402695681,1,,,1,,,,
991133999794925569,,,,,,,,
991447255508049921,2,,,,1,1,,
991005290110898181,4,,,,,,,
991010329294499841,3,,,,,,,1
990840220512931842,3,,,,,,,
991189863872585728,3,,,,,,,
992062628037103616,3,,,,,,1,
992111123712405506,1,,,,,1,,
991036917235011586,3,,,,,,,
990781802053799936,3,,,,,,,
991152001395326976,2,,,,1,1,,
989902224552812544,1,,,1,,1,,
990977137803964417,3,,,,,,,
989969046635515905,1,,,,,1,,
991880451009667072,3,,,,,,,1
991138826377744384,3,,,,,,,1
990898398755807237,3,,,,,,1,
990827201762414596,4,,,,,,,
994687269180248064,4,,,,,,,
991081571535982592,3,,,,,,,
990987679729881089,5,,,,,,,
991606662921445377,3,,,,,,1,
991831924598558720,4,,,,,,,
990843354731761664,4,,,,,,,
991104457671892993,4,,,,,,,
989998438191378432,4,,,,,,,
991479604392153088,1,,,,,,1,
990172540470472704,1,,,1,,1,,
991079625475411968,1,,,,,1,,
991027315265110016,1,,,,,1,,
991202326001176577,3,,,,,,,
990278414673248259,5,,,,,,,
990815257881821184,1,,,,,1,,
991087330235699201,3,,,,,,,
991554244967829504,3,,,,,,,
990816408312401920,3,,,,,,,1
991101849859252225,3,,,,,,1,1
991161025893421062,3,,,,,,,
990954091315523586,5,,,,,,,
989924781981085696,3,,,,,,,
991278020039204864,5,,,,,,,
990260568211775489,2,1,1,,,,,
991075205689823232,3,,,,,,1,1
990317841810411520,1,,,1,,1,1,
990998919122472960,3,,,,,,,1
991528016571523072,3,,,,,,,1
991630813195390976,,,,,,,,
990820153771388929,3,,,,,,,
991503787645980673,3,,,,,,,
992155634593402880,3,,,,,,,
989872041313619968,4,,,,,,,
990209405193998336,1,,,,,1,,
991063772583297028,3,,,,,,,
992867301727834113,3,,,,,,,
990056074215612417,4,,,,,,,
990908312848920577,3,,,,,,,
990154051072425985,1,,,,,1,,
990805049306644481,3,,,,,,,1
990809184668213249,2,,,,,,,
990866554676961280,1,,,1,,,,
991131496286248961,3,,,,,,1,1
990820673856724992,3,,,,,,,1
991143916291444737,3,,,,,,,1
991148978686382080,2,1,,,,1,,
990847225814233088,5,,,,,,,
991465172089933825,1,,,,,,1,
991782722870923265,1,,,1,,1,,
990260607852171266,3,,,,,,,
991921116099809280,3,,,,,,,
990193862080696321,2,,,1,1,,,
990898962361176065,1,,,,,1,,
991151097375997952,5,,,,,,,
990987982197882880,3,,,,,,,
990835876325359616,3,,,,,,,
991086559536414721,3,,,,,,,
990163741328265216,1,,,,,1,,
990831424885415936,4,,,,,,,
990224115784089602,3,,,,,,,
990158610570383361,1,,,1,,,,
991508593441693696,3,,,,,,,
990146677209288704,1,,,,,1,,
989908222998929408,4,,,,,,,
990178098938306560,1,,,1,,,,
992093810527166464,3,,,,,,,
990959824404996096,1,,,1,1,,,
990333262613630976,3,,,,,,,
991080804305592320,2,1,,,,,,
989931681468571649,4,,,,,,,
990297634266107904,1,,,,,,1,
991005330065776640,1,,,,,,1,
989997240839294976,2,,1,,,,,
990848937719418880,4,,,,,,,
990990591977754624,3,,,,,,,
990816271720636416,1,,,,,,1,
992130890858926084,3,,,,,,,1
989899696259960832,3,,,,,,,1
992078119048744960,4,,,,,,,
990861523450056706,2,1,,,,,,
990799270600151040,3,,,,,,,
991073610986065925,3,,,,,,1,1
991368051118563328,,,,,,,,
990313645426008064,1,,,,,1,,
991896019913838592,1,,,,1,1,,
990361165833428997,1,,,,,,1,
990842258042818560,3,,,,,,,1
990748132483969024,3,,,,,,,
990013848383041536,3,,,,,,,
991025827495202817,4,,,,,,,
991515981104275457,1,,1,,,,,
990315884060258305,4,,,,,,,
990813915121684480,1,,,,,1,,
990771920483373056,,,,,,,,
989895352017915905,1,,,,1,1,,
989939203000733697,1,,,,1,1,,
991058197493493761,3,,,,,,,
989985157150117888,1,,,,,1,,
991193567728152576,1,,,1,,1,,
991752571558776833,3,,,,,,,
991002867405385728,3,,,,,,,1
991007920228913153,3,,,,,,,
991467106763005957,,,,,,,,
990964510189150208,3,,,,,,,
991391345456578563,4,,,,,,,
991264445501493248,,,,,,,,
990187834735775744,3,,,,,,,
991308109837750273,1,,,,1,1,,
990898768185786368,5,,,,,,,
990240103183343617,,,,,,,,
992050765194768385,,,,,,,,
991890725821407234,1,,,1,,,,
990256945775947778,4,,,,,,,
990880539417677824,3,,,,,,,1
991038311270699008,2,,,,1,1,,
991030115021836289,3,,,,,,,
990971567256555520,1,,1,,,,,
990300030274850818,1,,,,,1,,
990035142650548224,,,,,,,,
989964793086914561,3,,,,,,,
989953553010774016,1,,,1,,,,
991381840152932352,3,,,,,,,
991506159369707520,2,,,,1,,,
990793523325698048,1,,,,,1,,
989886638175277057,3,,,,,,,1
990851256292921345,1,,,,,1,,1
990943817498013697,,,,,,,,
994233109020332032,4,,,,,,,
994563974804000769,3,,,,,,,
991092647149350912,2,,1,,,,,
990038924834889728,1,,1,1,,,,
989962569862524928,,,,,,,,
990918269719674881,2,1,,,1,,,
991198813888139265,,,,,,,,
991069041602256896,3,,,,,,,
990765105796321287,2,1,1,,,,,
991830142552027141,5,,,,,,,
991371048103837696,2,,1,,,,,
991163554341511169,1,,,,1,,,
990235568574468096,1,,,1,,,,
990892528298840064,,,,,,,,
990210936710549504,1,,,,1,1,,
990799092170264576,3,,,,,,,
989878227274518529,1,,,1,,,,
991047142239358977,1,,,,1,,,
991119724439310336,5,,,,,,,
990242824233869312,1,,,,,,1,
990140567060393984,1,,,1,,,,
995412369294659584,,,,,,,,
991228593555607552,4,,,,,,,
991506380698906624,3,,,,,,1,
990903474060775424,,,,,,,,
990808396558413825,,,,,,,,
991015510912454657,2,1,,,,,,
991060958968713217,5,,,,,,,
990873790870638592,3,,,,,,,
991613455550599168,,,,,,,,
990007024107884544,3,,,,,,,1
991308576609234945,1,,,,,1,1,
990293046783770626,1,,,,,1,,
991272422308376576,3,,,,,,,
991228201547509760,3,,,,,,,
990220844130594816,3,,,,,,,
990227500021305345,,,,,,,,
991168993103925248,1,,,,1,1,,
990764134684942336,2,,1,,,,,
990785330268827650,3,,,,,,,
989966386289094657,1,,,,,1,,
990769692871675904,3,,,,,,,1
990163925869256704,3,,,,,,,
990286002420879360,3,,,,,,,
990298264690970625,1,,,,,,1,
991407015938445312,1,,,,1,,,
990982724805644290,2,1,,,1,,,
990796037500624896,1,,,1,,,,
990958932742074370,5,,,,,,,
990796525168156672,3,,,,,,,
991151874031149057,3,,,,,,1,
990866377283170304,,,,,,,,
991526780858257408,3,,,,,,,
991455580425465857,,,,,,,,
990254014989189121,1,,,1,,,,
990159687864799232,3,,,,,,,
990144445105561600,1,,,,,1,,
991129965646221312,,,,,,,,
989880982529601536,5,,,,,,,
990348554798497792,1,,,,,1,,
990818107731185664,3,,,,,,,
990809623790866432,4,,,,,,,
990188222864084992,3,,,,,,,
991186745919188992,3,,,,,,,
991050441688481793,3,,,,,,,1
991366768030617600,3,,,,,,1,
990182516278558720,1,,,1,,,,
990307245085913089,1,,,,,,1,
991326270200909824,4,,,,,,,
991667968961667072,1,,,1,,,,
991888950171197440,,,,,,,,
990881081632149504,1,,,,,,1,
990267929177489410,1,,,,1,1,,
991030556610744321,3,,,,,,,1
990015732862906368,1,,,,,,1,
991002294387912705,2,1,1,,1,,,
990364222709223425,1,,,,,1,,
990799775086755841,2,,1,,,1,1,
991507871396499456,3,,,,,,,
989946037518438400,1,,,,1,1,,
991020110457573376,3,,,,,,,
990230221650571264,1,,1,,,,,
990222255803260928,1,,,1,,,,
991321949103120384,2,1,,,,,,
991072133739622401,3,,,,,,,1
990112871743975424,3,,,,,,,1
990247297907941378,4,,,,,,,
990116977497829381,3,,,,,,,
991982674947530753,3,,,,,,,
990347546903154688,1,,,,,1,,
991430781368258560,4,,,,,,,
990904215533998080,1,,,,,,1,
989885496137482240,3,,,,,,,1
990015395120799746,1,,,,,1,,
992095769661341698,2,,,,1,,,
991748847125848065,1,,,,,,,
990760132102340608,3,,,,,,,
991117498538868737,3,,,,,,,
990942456232497152,1,,,,,1,,
990801346847703040,1,,,,,,1,
990957459320852481,1,,,,,1,1,
991624531109470208,2,1,,,,,,
990788704783491072,2,1,1,,,,,
990993490334179332,3,,,,,,,
991133877363081216,5,,,,,,,
991114805988782081,3,,,,,,,1
991438864270135296,3,,,,,,,
991475451037192192,2,1,,,1,,,
991138670752272386,5,,,,,,,
991124568050987010,4,,,,,,,
991733391484768256,4,,,,,,,
991137883850526720,1,,,,1,,,
992084324999712769,2,,1,1,,,,
991070134084296704,1,,,,,1,,
991527187063943168,3,,,,,,,
991722458444107777,3,,,,,,,
990982355115565056,1,,1,,,,,
991118224224935936,2,,,1,,,,
991013731424497665,1,,,1,1,,,
990299283600695298,3,,,,,,,
991041421842042880,3,,,,,,,1
991177799707844609,3,,,,,,,
993442006188904448,4,,,,,,,
990235941347446784,1,,,,,1,1,
991004034780852225,3,,,,,,,
991429662164340738,,,,,,,,
990241900090347520,1,,,,,1,1,
991401088782921735,,,,,,,,
989942743236476928,1,,,,,1,,
991015790706089985,1,,,,,1,,
991100758694154240,3,,,,,,,
989900433740255238,1,,,,,1,,
992173335189520384,3,,,,,,,1
989980620356046848,3,,,,,,,
989873823670468608,1,,,1,,,,
991072763661242370,1,,1,1,1,1,,
991104596222382082,,,,,,,,
990862918144135168,3,,,,,,,
991138706596691968,3,,,,,,1,
991023197272334336,1,,,,1,,,
991183173332631552,4,,,,,,,
991131836708478976,4,,,,,,,
990970986077065219,2,1,,,,,,
995153815673409541,4,,,,,,,
991069566162866177,3,,,,,,,
991890789096538114,3,,,,,,,
992618862398107650,3,,,,,,,
990942198836465664,3,,,,,,,
990825099396898816,2,1,1,,,,,
991288558844510208,3,,,,,,,
991132088358367237,,,,,,,,
990848480515158016,,,,,,,,
991391838295805952,,,,,,,,
991113899608018945,3,,,,,,,
991062313116618754,1,,,1,,1,,
989899750001520641,3,,,,,,,
991820398915354625,3,,,,,,,
991106768104239104,3,,,,,,1,
990840568392634368,3,,,,,,,1
991878727696109568,3,,,,,,,
990248483562106880,1,,1,,,,,
991527518439165952,3,,,,,,,
990280138616180737,1,,,1,,,,
991832269697495041,,,,,,,,
991111061054083072,3,,,,,,,
989904847892774919,3,,,,,,,1
994240683480371200,3,,,,,,,
989914824313327618,3,,,,,,,
991716031180804096,2,,,1,,1,,
990810169306243072,3,,,,,,,1
990301213773135872,1,,,1,,,,
991144834118377472,4,,,,,,,
991274488380747776,1,,,,,1,,
991372701070700544,1,,,,,,1,
990791253221625856,4,,,,,,,
991135820840165379,,,,,,,,
990755009506799617,1,,,,,1,,
989991714227216384,1,,,,,,1,
989908353114673152,1,,,,,,1,
990826092138258432,1,,,,,,1,
989883712153309189,1,,,,,1,,
991429936530550784,3,,,,,,,
990839792056270848,3,,,,,,,
991070858566426627,3,,,,,,,
990769101760024577,,,,,,,,
990747288426504192,1,,,,,1,,
989901898198155270,1,,1,1,1,,,
990829273526267904,3,,,,,,1,
991150819432189952,3,,,,,,,
991120655465795584,4,,,,,,,
991164922775076864,,,,,,,,
991706924033945600,4,,,,,,,
991018527237820416,3,,,,,,,
990917883403399168,5,,,,,,,
990265998346506240,1,,,1,,,,
991405490654646272,,,,,,,,
991297250335784961,,,,,,,,
991212073072939008,,,,,,,,
991241318457397249,4,,,,,,,
990961889831157760,,,,,,,,
990807361211289600,2,,,,1,,,
992191294020694019,4,,,,,,,
991495304116686848,3,,,,,,,
991033899848527872,1,,,,,,,1
990132532548194304,3,,,,,,1,
990215125847207936,3,,,,,,,
991397899316727808,2,1,1,,,,,
991658880643076096,3,,,,,,,
990877412375384067,1,,,,,1,,
991440270276333568,3,,,,,,,
990140643375833088,3,,,,,,,
990930989651283970,4,,,,,,,
990250193424670720,3,,,,,,,
990195316140978178,1,,,1,,1,,
989838641341042688,3,,,,,,,
991088422172405760,,,,,,,,
990788761205305349,3,,,,,,,
991339332563865601,,,,,,,,
989975825708650497,1,,,,,1,,
991098455270584320,4,,,,,,,
991242481416261632,1,,1,1,,,,
990237013801684992,5,,,,,,,
991370544389017600,1,,1,,,,,
991084746137591809,3,,,,,,1,1
990806247124422662,,,,,,,,
990973913713823744,3,,,,,,,1
991089124110151680,4,,,,,,,
990847533676146688,1,,,1,,,,
991126786388963328,3,,,,,,,
991861559696723969,5,,,,,,,
990321186721730561,1,,,1,,,,
990239441867419651,1,,,,,1,,
990808693129318402,1,,,1,,,,
990804095912079360,1,,,1,,,,
991385502245969922,1,,,,,,1,
990138900311142401,,,,,,,,
991095905427382275,3,,,,,,,1
990817531848994816,1,,,,,1,,
989949102250233856,,,,,,,,
990265302784053255,1,,,,,,1,
991056104816816128,3,,,,,,,
990378827862986752,1,,,,,,1,
991022192321335298,3,,,,,,,
991098766320197632,3,,,,,,,1
990189540961931264,1,,1,,,1,,
990127506526294016,4,,,,,,,
991516457090498560,3,,,,,,,
990222836974477312,3,,,,,,,
990789646505463809,1,,,,,,1,
990184648197144581,3,,,,,,,
989934832041029632,1,,,,,1,,
991034503664717824,3,,,,,,,1
991830901922426881,2,1,,,,,,
990251871376953345,3,,,,,,,
991634583597744128,,,,,,,,
990167068761886720,1,,,1,,,,
989946493816713216,4,,,,,,,
990818328187932673,3,,,,,,,
990200382214344706,4,,,,,,,
991099990654308352,1,,,1,,1,,
990764070541385729,1,,,1,,,,
991695587807506432,1,,,,,1,,
989941500476837888,1,,,1,,,,
990811184491196416,3,,,,,,,
991203495763116032,4,,,,,,,
990363987501035523,1,,,,,1,1,
991493361239543809,3,,,,,,1,
990338400422162432,3,,,,,,,
991083544960208898,3,,,,,,,
990951519133499393,3,,,,,,,1
991021865132085248,3,,,,,,,
990345251268321280,1,,,1,,,,
989899449626517504,3,,,,,,1,
991148713199505408,3,,,,,,1,
991473694223544320,3,,,,,,,
990953596660387840,3,,,,,,,1
990816379392708608,3,,,,,,,1
991002279196143621,,,,,,,,
989963579523772416,1,,,,,1,,
990744646342017024,,,,,,,,
989886427746926593,1,,,1,1,1,,
990301856839688192,3,,,,,,,1
990770297497440257,3,,,,,,,
990943439486406656,,,,,,,,
990863763782946816,,,,,,,,
991209876247412736,2,1,1,,,,,
989944076622618632,1,,,1,,,1,1
990140459698806785,3,,,,,,,
991084273925947392,3,,,,,,,1
990769670125948929,3,,,,,,,
989840466916073473,3,,,,,,,1
989940121247141888,1,,,1,,,,
990822599935619072,2,1,,,,,,
993902633726480384,4,,,,,,,
990936428719890437,1,,,1,,1,,
991369918506561536,2,,1,,,,,
990918684817395712,,,,,,,,
991503836807421952,4,,,,,,,
990350509243551746,3,,,,,,,1
990901183568113664,,,,,,,,
990985151424483329,,,,,,,,
991101231060914177,,,,,,,,
991253340712591360,4,,,,,,,
991149394509606912,3,,,,,,,1
991869478366470144,3,,,,,,,1
989999347688452096,1,,,1,,,,
990946287183892481,3,,,,,,,
991147701378146304,4,,,,,,,
990825644631252993,3,,,,,,,1
991615498948370432,4,,,,,,,
991012878705745920,3,,,,,,,
991443211221692419,,,,,,,,
991055151975804931,3,,,,,,1,
989928246237171712,3,,,,,,1,1
990177635266367488,1,,,,,1,1,
991018915219288065,,,,,,,,
990773937465450496,3,,,,,,,1
990856572887846912,4,,,,,,,
990321123924631555,4,,,,,,,
990241845828554752,3,,,,,,,
990750723368419328,5,,,,,,,
989937289529843714,3,,,,,,,
989945249777713152,3,,,,,,,
991182163075715072,3,,,,,,,1
992022872787910661,3,,,,,,,
991489289333723136,1,,,,,1,,
991162206048915457,3,,,,,,1,1
991798496746508288,,,,,,,,
991061581005017089,3,,,,,,,1
990279704631537664,1,,,,,,1,
